Latitude,Longitude,Country,Extreme Annual Mean Min Dry Bulb Temperature,Extreme Annual Standard Deviation Min Dry Bulb Temperature,20-Year Return Period Extreme Min Dry Bulb Temperature,50-Year Return Period Extreme Min Dry Bulb Temperature
56.417,-5.467,GBR,-4.6,2.1,-8.5,-10.1
55,-5.15,GBR,-3.1,1.8,-6.5,-7.9
54.85,-4.95,GBR,-5.9,1.7,-9.1,-10.3
55.9,-4.533,GBR,-5.8,2.5,-10.4,-12.2
55.509,-4.587,GBR,-6.4,2.2,-10.4,-12
55.517,-4.583,GBR,-6,2.1,-10,-11.6
55.967,-4.8,GBR,-1.8,0.9,-3.5,-4.2
55.872,-4.433,GBR,-8.8,3.1,-14.6,-16.9
56.317,-3.733,GBR,-9.5,3.1,-15.3,-17.5
56.417,-4.317,GBR,-6.3,0.8,-7.9,-8.5
54.8,-4,GBR,-3.9,1.7,-7.1,-8.4
55.05,-3.65,GBR,-7.8,3,-13.4,-15.5
55.617,-3.733,GBR,-8,2.6,-12.9,-14.8
55.7,-2.383,GBR,-6.9,2.6,-11.8,-13.7
55.95,-3.373,GBR,-8.2,2.8,-13.4,-15.5
55.317,-3.2,GBR,-9.2,2.4,-13.6,-15.4
55.05,-2.55,GBR,-7.6,2.7,-12.6,-14.5
55.933,-3.35,GBR,-6.9,2.8,-12.2,-14.3
56.373,-2.868,GBR,-6.7,2.6,-11.5,-13.4
56.3,-2.583,GBR,-2.6,1.7,-5.7,-6.9
54.083,-4.624,IMN,-2.5,1.5,-5.2,-6.3
54.417,-4.367,IMN,-1.7,1.6,-4.7,-5.9
54.517,-3.6,GBR,-3.5,1.5,-6.3,-7.4
54.617,-3.167,GBR,-7.3,2.2,-11.5,-13.1
54.131,-3.264,GBR,-3.4,1.3,-5.7,-6.7
54.933,-2.967,GBR,-6.5,2.1,-10.5,-12.1
55.05,-2.55,GBR,-7.5,2,-11.3,-12.8
54.5,-2.683,GBR,-9.5,2.8,-14.7,-16.8
54.567,-2.417,GBR,-7.3,1.6,-10.3,-11.5
54.683,-2.45,GBR,-8.6,1.9,-12.2,-13.7
55.283,-2.283,GBR,-9.7,3.1,-15.5,-17.8
55.017,-1.867,GBR,-7.1,2.3,-11.5,-13.2
55.424,-1.603,GBR,-4.6,2.3,-8.9,-10.6
55.038,-1.692,GBR,-7.5,2.5,-12.2,-14
54.983,-1.6,GBR,-5.1,2,-8.8,-10.2
54.292,-1.535,GBR,-7.8,2.4,-12.3,-14
54.137,-1.42,GBR,-7,2.3,-11.3,-13
55.017,-1.417,GBR,-4.2,2.1,-8.1,-9.6
54.2,-1.383,GBR,-9,3,-14.6,-16.7
54.049,-1.253,GBR,-7.5,2.7,-12.5,-14.5
54.567,-0.867,GBR,-4.3,1.7,-7.5,-8.8
54.367,-0.667,GBR,-5.6,1.9,-9.1,-10.4
54.1,-0.167,GBR,-4.5,2.3,-8.8,-10.5
53.248,-4.535,GBR,-3.8,1.8,-7.1,-8.3
53.1,-3.933,GBR,-8.1,2.8,-13.4,-15.4
53.25,-3.5,GBR,-4.4,1.8,-7.7,-9
53.5,-3.067,GBR,-6.2,2.1,-10.2,-11.7
53.772,-3.029,GBR,-6.8,2.2,-10.9,-12.5
53.178,-2.978,GBR,-7.6,3,-13.2,-15.4
53.55,-2.917,GBR,-4.7,2.4,-9.3,-11.1
53.334,-2.85,GBR,-5.2,2.2,-9.3,-10.9
53.133,-1.983,GBR,-5.8,1.7,-9.1,-10.3
53.354,-2.275,GBR,-6.9,2.3,-11.2,-12.8
53.033,-2.083,GBR,-8.2,2.8,-13.5,-15.5
53.817,-1.867,GBR,-6.3,2.2,-10.4,-12
53.617,-1.667,GBR,-5.2,1.4,-7.8,-8.8
53.866,-1.661,GBR,-5.4,1.6,-8.5,-9.6
50.433,-4.983,GBR,-2.8,1.8,-6.2,-7.6
53.8,-1.55,GBR,-4.6,1.7,-7.8,-9
53,-1.25,GBR,-5.5,1.9,-9.2,-10.6
53.834,-1.196,GBR,-8.2,3.2,-14.1,-16.4
53.308,-0.551,GBR,-8,3.1,-13.9,-16.2
53.166,-0.524,GBR,-5.6,2.2,-9.7,-11.2
53.03,-0.483,GBR,-6.6,2,-10.3,-11.8
53.867,-0.433,GBR,-7.2,2.7,-12.2,-14.2
53.467,0.067,GBR,-4.9,2.6,-9.7,-11.6
53.093,-0.166,GBR,-6.7,2.7,-11.7,-13.7
53.083,0.267,GBR,-6.3,3.2,-12.3,-14.7
52.783,-4.733,GBR,-1.6,1.8,-4.9,-6.2
53.475,-1.004,GBR,-7.4,3.6,-14.1,-16.8
52.75,-3.467,GBR,-5.7,1.9,-9.2,-10.6
52.798,-2.668,GBR,-8.5,2.8,-13.7,-15.7
52.831,-1.328,GBR,-6,2.1,-10,-11.6
52.736,-0.649,GBR,-6.9,1.9,-10.5,-11.9
52.613,-0.476,GBR,-6.5,2.4,-10.9,-12.6
52.867,0.15,GBR,-5.8,2.6,-10.6,-12.5
52.648,0.551,GBR,-7.6,2.6,-12.4,-14.3
52.95,1.133,GBR,-4.3,2.3,-8.6,-10.3
52.676,1.283,GBR,-4.9,2.8,-10.1,-12.1
52.755,1.358,GBR,-6.1,1.8,-9.5,-10.9
52.683,1.683,GBR,-4.7,1.7,-7.9,-9.1
52.133,-4.567,GBR,-3.4,1.3,-5.8,-6.8
52.35,-3.95,GBR,-7.2,2.3,-11.6,-13.2
52.067,-3.617,GBR,-9.2,2.5,-13.9,-15.8
52.25,-2.883,GBR,-7.8,2.9,-13.3,-15.4
52.033,-2.85,GBR,N/A,N/A,N/A,N/A
52.083,-2.8,GBR,-8.4,2.5,-13,-14.8
52.15,-2.033,GBR,-8.2,3,-13.8,-16
52.454,-1.748,GBR,-8.3,2.3,-12.7,-14.4
52.483,-1.683,GBR,-6.5,2,-10.2,-11.6
52.367,-1.333,GBR,-7.5,2.5,-12.1,-14
52.217,-0.483,GBR,-6.5,2.6,-11.4,-13.3
52.367,-0.217,GBR,N/A,N/A,N/A,N/A
52.357,-0.108,GBR,-7.3,3.6,-13.9,-16.5
52.367,0.483,GBR,-6.7,2.4,-11.2,-12.9
52.417,0.567,GBR,-8,2.3,-12.2,-13.9
52.333,0.767,GBR,-6.8,2.9,-12.1,-14.2
52.127,0.956,GBR,-6.5,2,-10.1,-11.6
52.133,1.433,GBR,-5.9,4.1,-13.6,-16.6
51.883,-5.117,GBR,-5.6,2.5,-10.2,-12.1
51.709,-5.053,GBR,-2.9,1.3,-5.3,-6.2
51.717,-4.367,GBR,-6.5,1.8,-9.9,-11.2
51.75,-4.517,GBR,-4.3,1.3,-6.8,-7.8
51.567,-3.983,GBR,-1.8,1.6,-4.7,-5.9
51.633,-3.3,GBR,-6.3,2.3,-10.5,-12.2
51.517,-2.583,GBR,-5.6,1.9,-9.2,-10.6
51.682,-1.79,GBR,-8.9,4.8,-17.9,-21.4
51.867,-1.683,GBR,-6.2,1.9,-9.8,-11.2
51.75,-1.584,GBR,-6.7,2.1,-10.6,-12.2
51.933,-1.25,GBR,-7.5,3.7,-14.3,-17
51.616,-1.096,GBR,-9.4,2.3,-13.7,-15.4
51.683,-0.8,GBR,-4.5,1.5,-7.4,-8.5
51.553,-0.418,GBR,-7.1,2.1,-11,-12.6
51.875,-0.368,GBR,-5.6,1.6,-8.5,-9.6
51.885,0.235,GBR,-6.9,2.9,-12.3,-14.3
51.896,0.451,GBR,-6,3,-11.6,-13.7
51.571,0.696,GBR,-5.4,1.9,-8.9,-10.3
51.55,0.833,GBR,-5,1.8,-8.4,-9.7
51.667,1.1,GBR,N/A,N/A,N/A,N/A
51.85,1.283,GBR,-3.8,1.1,-6,-6.8
51.167,-4.65,GBR,-1,2.9,-6.4,-8.5
51.087,-4.15,GBR,-4.6,1.8,-7.9,-9.2
51.083,-3.6,GBR,-5.3,1.7,-8.4,-9.7
51.397,-3.343,GBR,-4.9,1.5,-7.7,-8.8
51.405,-3.436,GBR,-4.7,1.7,-7.8,-9
51.483,-3.183,GBR,-3.1,0.9,-4.7,-5.4
51.383,-2.719,GBR,-5.4,1.9,-8.9,-10.2
51.467,-2.6,GBR,-4,1.3,-6.4,-7.3
51.505,-1.993,GBR,-6.3,1.8,-9.7,-11
51.2,-1.8,GBR,-6.7,2,-10.4,-11.9
51.152,-1.747,GBR,-6.5,1.9,-10,-11.4
51.15,-1.567,GBR,-6.4,1.9,-9.9,-11.3
51.234,-0.943,GBR,-7,1.8,-10.3,-11.7
51.383,-0.783,GBR,-7.4,1.5,-10.1,-11.1
51.276,-0.776,GBR,-8,2,-11.7,-13.1
51.505,0.055,GBR,-3.2,2.1,-7.2,-8.7
51.233,-0.383,GBR,-7.7,2.2,-11.7,-13.3
51.478,-0.461,GBR,-5,1.6,-7.9,-9.1
51.148,-0.19,GBR,-7,1.9,-10.5,-11.9
51.517,-0.117,GBR,-3.2,3.1,-9,-11.3
51.522,-0.112,GBR,-2.1,1.2,-4.4,-5.3
51.3,-0.083,GBR,-5.4,1.9,-9,-10.4
51.467,0.3,GBR,-5.2,1.8,-8.6,-9.9
51.45,0.75,GBR,-2,1.6,-5,-6.2
51.133,1.35,GBR,-3.7,1.9,-7.2,-8.5
51.35,1.333,GBR,-4.4,1.5,-7.3,-8.4
49.917,-6.3,GBR,1.4,1.7,-1.7,-2.9
50.033,-5.667,GBR,-1.6,2.5,-6.2,-8
50.217,-5.317,GBR,-2.3,1.9,-5.9,-7.3
50.086,-5.256,GBR,-3.3,1.7,-6.5,-7.7
50.15,-5.067,GBR,-0.5,1.6,-3.6,-4.8
50.5,-4.667,GBR,-3.7,2,-7.5,-8.9
50.35,-4.117,GBR,-3.3,1.5,-6.1,-7.2
50.734,-3.414,GBR,N/A,N/A,N/A,N/A
50.867,-3.233,GBR,-5.6,1.5,-8.4,-9.5
51.009,-2.639,GBR,-7.8,2.2,-11.9,-13.5
50.517,-2.45,GBR,-1.6,1.6,-4.5,-5.7
50.567,-2.45,GBR,-2.2,2.5,-6.8,-8.6
50.78,-1.843,GBR,-7.7,1.7,-10.9,-12.1
50.95,-1.357,GBR,-4.7,1.7,-7.8,-9
50.583,-1.3,GBR,-2.3,2.1,-6.2,-7.7
50.817,-0.917,GBR,-5.1,1.7,-8.3,-9.6
50.8,-1.217,GBR,-4.1,1.8,-7.5,-8.8
50.836,-0.297,GBR,-5.5,1.5,-8.4,-9.5
50.783,0.05,GBR,-3.6,2.2,-7.7,-9.4
50.9,0.317,GBR,-4.9,1.7,-8.1,-9.4
50.867,0.333,GBR,-7,4,-14.3,-17.2
49.435,-2.602,GGY,-0.9,2,-4.7,-6.1
49.208,-2.196,JEY,-2.9,2,-6.7,-8.2
54.4,-7.65,GBR,-6.7,2.7,-11.8,-13.7
54.7,-7.583,GBR,-8.4,3.7,-15.2,-17.9
55.067,-7.017,GBR,-5.7,2.7,-10.8,-12.8
54.717,-6.817,GBR,-6.1,2.5,-10.7,-12.5
54.867,-6.45,GBR,-5.7,2.4,-10.3,-12
55.183,-6.167,GBR,-3.3,1.3,-5.8,-6.7
54.658,-6.216,GBR,-5.9,2.6,-10.7,-12.6
54.483,-6.1,GBR,-6.9,2.6,-11.7,-13.6
54.233,-6.5,GBR,-4.6,2.8,-9.9,-12
54.667,-5.667,GBR,-1.2,1.3,-3.6,-4.5
54.85,-5.8,GBR,-0.9,1.1,-3,-3.7
51.8,-8.25,IRL,-0.9,1.6,-3.8,-4.9
51.933,-10.25,IRL,-2.7,1.8,-6.2,-7.5
51.841,-8.491,IRL,-2.9,1.5,-5.6,-6.7
52.25,-6.333,IRL,-0.7,1.1,-2.8,-3.6
52.667,-7.267,IRL,-5.7,1.2,-8,-8.9
52.702,-8.925,IRL,-4,2,-7.8,-9.3
53.083,-7.883,IRL,-6,1.2,-8.2,-9
53.302,-6.451,IRL,-6.2,2.4,-10.7,-12.4
53.421,-6.27,IRL,-5.3,1.9,-8.7,-10.1
53.717,-8.983,IRL,-6.2,3,-11.9,-14.1
53.533,-7.367,IRL,-6.6,2.3,-10.8,-12.5
53.91,-8.818,IRL,-4.1,1.2,-6.4,-7.3
54.183,-7.233,IRL,-5.7,1.4,-8.3,-9.4
54.233,-10,IRL,-2.6,1.6,-5.6,-6.8
54.483,-8.233,IRL,-4,2.5,-8.8,-10.6
55.367,-7.333,IRL,-1.8,1.3,-4.2,-5.1
66.15,-23.25,ISL,-11.9,1.7,-15,-16.3
65.083,-22.733,ISL,-10.3,1.9,-13.9,-15.3
63.967,-22.6,ISL,-10.3,1.8,-13.7,-15
64.13,-21.941,ISL,-11.8,1.4,-14.5,-15.6
63.424,-20.279,ISL,-9.1,2.1,-12.9,-14.4
65.7,-19.617,ISL,-14.5,2.4,-19.1,-20.8
65.66,-18.073,ISL,-18.6,3.3,-24.8,-27.2
63.783,-18.067,ISL,-11.2,1.9,-14.7,-16.1
66.45,-15.95,ISL,-15.7,1.7,-18.8,-20
64.296,-15.227,ISL,-10.7,2.1,-14.6,-16.1
65.283,-14.401,ISL,-17.4,2.4,-21.9,-23.7
65.267,-13.583,ISL,-10.4,2.2,-14.4,-16
64.9,-23.933,ISL,-9.7,1.9,-13.2,-14.5
65.072,-22.732,ISL,-9.9,1.8,-13.2,-14.5
66.417,-22.383,ISL,N/A,N/A,N/A,N/A
64.133,-21.9,ISL,-10.4,2.2,-14.5,-16.1
64.867,-19.567,ISL,-21.2,1.4,-23.9,-25
76.531,-68.703,GRL,-36.8,2.5,-41.5,-43.4
66.95,-53.733,GRL,-23.7,4.7,-32.5,-35.9
76.633,-73,GRL,-29,2.5,-33.6,-35.4
65.417,-52.933,GRL,-20.2,4.3,-28.3,-31.5
77.483,-69.383,GRL,-33.4,2.8,-38.6,-40.6
81.683,-59.933,GRL,N/A,N/A,N/A,N/A
74.033,-57.817,GRL,-33.1,3.4,-39.4,-41.8
72.783,-56.133,GRL,-29.4,2.8,-34.6,-36.6
70.733,-52.7,GRL,-26.5,3.2,-32.5,-34.9
70.683,-54.617,GRL,-28.6,2.8,-33.8,-35.8
68.7,-52.85,GRL,-27.9,5,-37.2,-40.8
69.233,-51.067,GRL,-31,5.6,-41.4,-45.5
68.717,-52.8,GRL,-24.6,4.1,-32.3,-35.3
67.783,-53.967,GRL,-23.9,3.8,-30.9,-33.7
66.917,-53.667,GRL,N/A,N/A,N/A,N/A
67.017,-50.689,GRL,-38.8,4,-46.4,-49.3
66.95,-53.717,GRL,-23.5,3.9,-30.9,-33.8
65.017,-52.55,GRL,-20.8,5.9,-31.8,-36
64.167,-51.75,GRL,-20.2,3.6,-26.9,-29.5
62.567,-50.417,GRL,-17.7,4.2,-25.5,-28.5
64.2,-51.683,GRL,-19.4,3.3,-25.5,-27.9
62.017,-49.667,GRL,-20.8,4.6,-29.4,-32.7
60.75,-48.45,GRL,-13,3.2,-19.1,-21.5
61.161,-45.426,GRL,-23.6,4.2,-31.3,-34.3
60.717,-46.05,GRL,-18.6,3.2,-24.6,-27
59.983,-45.2,GRL,-12.5,2.4,-17,-18.7
83.65,-33.367,GRL,N/A,N/A,N/A,N/A
81.6,-16.65,GRL,-43.2,2.7,-48.1,-50.1
80.65,-13.717,GRL,-36.5,1.9,-40.1,-41.5
76.767,-18.667,GRL,-37.6,2.8,-42.8,-44.8
74.3,-20.217,GRL,-33.4,1.6,-36.4,-37.5
70.483,-21.95,GRL,-28.9,3.8,-36,-38.7
67.783,-32.283,GRL,-25.8,3.9,-33.1,-36
65.6,-37.633,GRL,-19.7,2.3,-23.9,-25.6
65.583,-37.15,GRL,N/A,N/A,N/A,N/A
64.783,-40.3,GRL,-17.5,2.1,-21.5,-23.1
61.936,-42.068,GRL,-14.1,2.4,-18.7,-20.4
60.055,-43.165,GRL,-12.4,2.6,-17.4,-19.3
61.4,-6.667,FRO,-4.1,1.6,-7.1,-8.2
62.064,-7.277,FRO,-7,2.9,-12.3,-14.4
62.017,-6.767,FRO,-5.6,1.6,-8.7,-9.9
62.317,-6.317,FRO,N/A,N/A,N/A,N/A
56.933,8.633,DNK,-8.5,2.6,-13.4,-15.3
55.72,4.8,DNK,N/A,N/A,N/A,N/A
57.093,9.849,DNK,-12.3,3.3,-18.5,-20.9
57.183,9.95,DNK,-13,4.1,-20.8,-23.8
57.383,10.333,DNK,-10.2,3.9,-17.5,-20.4
57.733,10.633,DNK,-8.2,2.8,-13.4,-15.5
57.4,10.517,DNK,N/A,N/A,N/A,N/A
56.567,10.1,DNK,-9.3,2.2,-13.4,-15
56.7,8.217,DNK,-6.3,2.5,-11,-12.8
56,8.15,DNK,-8.6,4.3,-16.7,-19.8
56.297,9.125,DNK,-13.6,3,-19.1,-21.3
56.5,9.567,DNK,N/A,N/A,N/A,N/A
56.3,10.619,DNK,-13,3.4,-19.4,-21.9
56.45,10.967,DNK,-7.4,3.5,-14,-16.5
56.083,10.133,DNK,-12.8,3.6,-19.5,-22.1
56.717,11.517,DNK,-6.5,2.4,-10.9,-12.6
55.526,8.553,DNK,-11.4,3.7,-18.2,-20.9
55.55,8.083,DNK,-10,2.9,-15.4,-17.5
55.5,8.4,DNK,-10.2,4.7,-19,-22.4
55.183,8.567,DNK,-8.5,2.8,-13.7,-15.7
55.74,9.152,DNK,-13.3,3.3,-19.5,-21.9
55.436,9.331,DNK,N/A,N/A,N/A,N/A
55.226,9.264,DNK,-13.5,3.9,-20.7,-23.5
54.85,9.983,DNK,-5.8,2,-9.5,-10.9
55.477,10.331,DNK,-11.6,4.6,-20.2,-23.5
55.25,9.883,DNK,-7.2,2.3,-11.5,-13.2
55.017,10.567,DNK,-10.3,3.4,-16.6,-19.1
55.25,11.333,DNK,-10.3,3.6,-17,-19.6
54.817,11,DNK,-6.9,2.2,-11,-12.6
54.833,11.333,DNK,-11.2,3.6,-17.9,-20.5
54.699,11.44,DNK,N/A,N/A,N/A,N/A
54.883,12.183,DNK,-7.9,2.7,-12.9,-14.8
54.567,11.95,DNK,-8.8,2.9,-14.2,-16.3
55.159,11.135,DNK,-6.4,2.4,-11,-12.7
55.733,11.6,DNK,-11.9,5.5,-22.2,-26.2
55.744,10.869,DNK,-5.8,1.9,-9.3,-10.6
55.767,12.343,DNK,-14.4,4.1,-22.1,-25.1
56.196,11.71,DNK,-5.6,1.9,-9.2,-10.6
56.117,12.35,DNK,-9.2,2,-12.8,-14.2
56.017,11.283,DNK,-5.7,1.9,-9.2,-10.6
55.586,12.131,DNK,-13.4,3.7,-20.2,-22.9
55.4,12.15,DNK,-11.9,4.3,-19.9,-23.1
54.95,12.533,DNK,-6.7,2.7,-11.8,-13.8
55.618,12.656,DNK,-10.1,2.8,-15.3,-17.3
55.767,12.533,DNK,-10.2,2.4,-14.7,-16.5
55.533,12.717,DNK,-5.3,2.2,-9.5,-11.1
55.063,14.76,DNK,-9.5,2.6,-14.3,-16.2
55.317,15.183,DNK,-4.8,3.2,-10.8,-13.2
55.3,14.767,DNK,-6,2.1,-10,-11.5
54.117,4.017,NLD,-0.9,1.8,-4.2,-5.5
52.167,4.433,NLD,-8.6,3.3,-14.7,-17.1
52.467,4.567,NLD,-6.6,4.4,-14.8,-18
52.923,4.781,NLD,-7.9,3.3,-14.1,-16.6
54.85,4.733,NLD,-1.4,1.3,-3.7,-4.6
52.309,4.764,NLD,-8.8,3.8,-15.9,-18.6
53.25,4.917,NLD,-6.3,2.7,-11.4,-13.4
52.65,4.983,NLD,-9.8,5.5,-20,-24.1
53.367,5.217,NLD,-6.1,4.1,-13.7,-16.7
53.4,5.35,NLD,-6.8,2.1,-10.8,-12.3
53.217,3.217,NLD,-1.3,2.4,-5.7,-7.4
52.5,4.6,NLD,-9.1,3.5,-15.6,-18.1
52.1,5.183,NLD,-10,3.6,-16.7,-19.3
52.127,5.276,NLD,-11.2,3.4,-17.6,-20.1
52.9,5.383,NLD,-9.4,5.1,-19,-22.7
52.533,5.433,NLD,-8.4,4.7,-17.2,-20.6
52.46,5.527,NLD,-10.3,4.9,-19.5,-23
53.229,5.761,NLD,-10.4,3.7,-17.3,-20.1
52.7,5.883,NLD,-10.1,5.1,-19.7,-23.5
52.061,5.873,NLD,-11.6,3.7,-18.6,-21.3
53.412,6.199,NLD,-7,2.6,-11.9,-13.8
52.433,6.267,NLD,-10.6,3.7,-17.6,-20.3
52.733,6.517,NLD,-9.9,4,-17.3,-20.2
53.12,6.579,NLD,-10.9,4.1,-18.5,-21.5
52.067,6.65,NLD,-9.9,3.9,-17.2,-20.1
53.2,7.15,NLD,-11,4.1,-18.6,-21.6
52.27,6.874,NLD,-11.6,4,-19,-21.9
51.45,3.6,NLD,-5.3,2.9,-10.7,-12.8
51.233,3.867,NLD,-8.4,4.3,-16.4,-19.5
51.933,3.667,NLD,-3,1.9,-6.7,-8.1
52,3.283,NLD,-1.5,1.8,-4.9,-6.2
51.533,3.883,NLD,-7.8,3.1,-13.6,-15.8
51.983,4.1,NLD,-7,2.8,-12.2,-14.2
51.449,4.342,NLD,-11.2,3,-16.8,-19
51.957,4.437,NLD,-9,3.2,-14.9,-17.2
51.967,4.933,NLD,-9.4,4.1,-17,-20
51.567,4.932,NLD,-11.3,3.2,-17.4,-19.7
51.85,5.133,NLD,-10.9,5.1,-20.4,-24
51.45,5.375,NLD,-10.5,3.6,-17.2,-19.8
51.656,5.709,NLD,-11,3.6,-17.6,-20.2
51.2,5.767,NLD,-9.7,4.6,-18.3,-21.7
50.912,5.77,NLD,-9.5,3.4,-15.9,-18.3
51.5,6.2,NLD,-9.5,3.7,-16.4,-19
51.09,2.653,BEL,-7.6,3,-13.1,-15.3
51.199,2.862,BEL,-8.3,3,-14,-16.2
51.233,2.917,BEL,N/A,N/A,N/A,N/A
50.933,3.667,BEL,-8.1,3.3,-14.4,-16.8
51.183,3.8,BEL,-7.9,3,-13.6,-15.8
50.576,3.831,BEL,-9.2,3.7,-16,-18.7
50.8,4.35,BEL,-8.3,3.2,-14.3,-16.6
50.459,4.454,BEL,-9.6,3.3,-15.8,-18.1
51.189,4.46,BEL,-9.3,2.9,-14.8,-16.9
50.901,4.484,BEL,-8.9,3.1,-14.7,-16.9
50.243,4.646,BEL,-10.3,3.1,-16.1,-18.3
50.759,4.768,BEL,-8.9,3.3,-15.1,-17.5
51,5.067,BEL,-9.1,3.5,-15.6,-18.1
50.792,5.202,BEL,-12.4,6.4,-24.3,-29
50.036,5.404,BEL,-11.4,3.8,-18.6,-21.4
50.637,5.443,BEL,-9.7,3.3,-15.9,-18.3
51.168,5.47,BEL,-11.3,3.4,-17.6,-20
50.483,5.917,BEL,-10.8,3.7,-17.7,-20.4
50.467,6.183,BEL,-16,3.7,-23,-25.7
49.627,6.212,LUX,-10.7,2.9,-16.2,-18.3
47.55,7.583,CHE,-11.1,3.5,-17.6,-20.1
47,6.95,CHE,-8.3,2.1,-12.3,-13.8
47.133,7.067,CHE,-15.4,3,-21,-23.2
46.55,7.017,CHE,-17,2.6,-22,-23.9
46.817,6.95,CHE,-11.1,2.4,-15.7,-17.4
47.083,6.8,CHE,-18.4,3.6,-25.2,-27.8
47.433,6.95,CHE,-12.2,2.8,-17.4,-19.4
46.841,6.576,CHE,-13.8,2.8,-19,-21.1
47.683,8.617,CHE,-10.8,2.7,-15.9,-17.9
47.6,9.283,CHE,-10.4,2.5,-15.1,-16.9
46.75,7.267,CHE,-13.3,2.5,-17.9,-19.7
46.983,7.467,CHE,-12.7,2.5,-17.4,-19.2
47.383,8.083,CHE,-11.8,2.8,-16.9,-18.9
47,7.933,CHE,-14.6,3.1,-20.3,-22.5
47.25,7.783,CHE,-12.3,3,-17.9,-20.1
47.433,7.883,CHE,-11,2.9,-16.4,-18.5
47.033,8.3,CHE,-10,2.5,-14.7,-16.5
46.817,8.417,CHE,-16,2.7,-20.9,-22.9
46.983,8.25,CHE,-17.8,2.7,-22.8,-24.8
47.383,8.567,CHE,-10.5,2.6,-15.3,-17.1
47.433,8.517,CHE,-12.4,3,-17.9,-20
47.483,8.4,CHE,-12.3,2.6,-17.3,-19.2
47.465,8.549,CHE,-12.4,2.8,-17.6,-19.6
46.867,8.633,CHE,-9.5,2.2,-13.6,-15.1
47.217,8.683,CHE,-10.4,2.6,-15.3,-17.2
47.483,8.9,CHE,-15.4,3,-21,-23.1
47.25,9.35,CHE,-20.3,2.7,-25.3,-27.3
47.433,9.4,CHE,-12.3,2.5,-16.9,-18.6
47.033,9.067,CHE,-12,2.2,-16.1,-17.7
47.367,8.95,CHE,-13.6,2.8,-18.8,-20.8
46.238,6.109,CHE,-8.7,2,-12.5,-14
46.433,6.1,CHE,-14.8,2.7,-19.8,-21.7
46.4,6.233,CHE,-9,2.1,-13,-14.5
46.517,6.667,CHE,-7.4,2.3,-11.6,-13.3
46.333,6.917,CHE,-11.6,3.6,-18.3,-20.9
45.869,7.171,CHE,-20.2,2.2,-24.2,-25.8
46.22,7.327,CHE,-10.4,2.3,-14.7,-16.3
46.112,7.509,CHE,-16.1,2.7,-21.2,-23.2
46.3,7.467,CHE,-14.3,2.7,-19.3,-21.3
46.3,7.85,CHE,-14.8,3.3,-20.9,-23.3
46.55,7.983,CHE,-26.8,2.4,-31.4,-33.1
46.667,7.867,CHE,-11.2,2.7,-16.2,-18.1
46.5,7.567,CHE,-16,2.3,-20.3,-21.9
46.567,8.333,CHE,-18.5,2.8,-23.8,-25.8
46.5,8.317,CHE,-25.4,3.3,-31.5,-33.9
46.029,7.753,CHE,-16.9,2.3,-21.3,-23
46.65,8.617,CHE,-18.5,2.3,-22.9,-24.6
46.45,8.517,CHE,-14.9,2.2,-18.9,-20.5
46.517,8.683,CHE,-12,2,-15.8,-17.2
46.467,8.933,CHE,-7.9,1.9,-11.5,-12.9
46.2,8.8,CHE,-12.3,2.3,-16.6,-18.2
46.167,8.783,CHE,-4.5,2,-8.3,-9.8
46.17,8.88,CHE,-8.5,3,-14.1,-16.3
46.004,8.911,CHE,-5.5,2.3,-9.9,-11.6
45.85,8.933,CHE,-10.3,2.5,-15,-16.8
46.833,9.817,CHE,-22.5,2,-26.2,-27.6
46.7,8.85,CHE,-14.6,2.6,-19.6,-21.5
46.467,9.183,CHE,-16.6,2.3,-20.8,-22.5
46.817,9.85,CHE,-19.9,2.6,-24.7,-26.5
46.867,9.533,CHE,-11.6,2.7,-16.7,-18.6
46.35,9.633,CHE,-20.9,5.3,-30.8,-34.7
46.417,9.817,CHE,-25.2,2.3,-29.6,-31.2
46.533,9.883,CHE,-27.7,3,-33.2,-35.4
46.35,10.067,CHE,-14,2.2,-18.2,-19.9
46.8,10.283,CHE,-18.1,2.5,-22.7,-24.5
47.133,9.517,LIE,-11.9,2.6,-16.7,-18.5
50.733,1.6,FRA,-5.3,2.7,-10.4,-12.4
50.515,1.627,FRA,-6.9,2.6,-11.7,-13.6
50.143,1.832,FRA,-7.4,3.2,-13.3,-15.6
51.05,2.333,FRA,-5.2,2.3,-9.5,-11.2
50.562,3.089,FRA,-8,2.9,-13.4,-15.5
50.222,3.154,FRA,-8.6,2.7,-13.6,-15.6
49.717,-1.933,FRA,-1,1.4,-3.6,-4.6
49.65,-1.47,FRA,-2.7,1.5,-5.6,-6.7
49.173,-0.45,FRA,-6.6,2.7,-11.6,-13.5
49.509,0.071,FRA,-4.6,2.3,-8.8,-10.5
49.35,-0.767,FRA,-5.3,3.9,-12.7,-15.5
49.365,0.154,FRA,-6.7,2.3,-11.1,-12.7
49.384,1.175,FRA,-7.9,2.4,-12.4,-14.2
49.017,1.217,FRA,-8.8,2.8,-14,-16.1
49.517,-1.5,FRA,-6,2.7,-11,-13
49.933,1.1,FRA,-6.2,2.8,-11.5,-13.5
49.533,0.083,FRA,-5.1,2.2,-9.2,-10.7
49.454,2.113,FRA,-9.2,3,-14.8,-17
49.254,2.519,FRA,-9.3,2.6,-14.1,-16
49.817,3.2,FRA,-8.7,3.3,-14.8,-17.2
